CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,NumProductsUsed,DaysSinceLastContact,AvgMonthlyUsage,ContractMonthsRemaining,Churn,ChargesPerTenureMonth,ChargeAboveAvg,HighMonthlyCharge,SupportCallRate,DisengagementScore,IsMonthToMonth,IsLongTermContract,ContractRiskScore,AddOnCount,HasNoAddOns,IsFiberOptic,HasInternet,IsElectronicCheck,IsAutoPay,TenureBucket,ChurnRiskIndex
CUST-002146,Male,0,Yes,Yes,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.94,1593.28,7,5,251,239.9,0,0,23.780298507462685,-39.341387999999995,0,1.2537313432835822,0.1146118721461187,1,0,0.06944444444444442,0,1,0,0,1,0,48-72mo,0.6499999999999999
CUST-002147,Male,0,Yes,No,43.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),30.43,1327.79,2,1,279,99.9,12,0,30.878837209302326,-32.851388,0,0.5581395348837209,0.3821917808219178,0,1,0.0,3,0,0,1,0,1,24-48mo,0.0
CUST-002148,Female,0,Yes,Yes,50.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.39,2550.3,14,6,27,200.2,0,0,51.006,-12.891388,0,3.36,0.010567514677103719,1,0,0.3055555555555556,3,0,0,1,0,1,48-72mo,0.4
CUST-002149,Female,0,Yes,No,38.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.14,4277.45,7,1,44,279.2,0,0,112.56447368421053,49.858612,1,2.210526315789474,0.06027397260273973,1,0,0.4722222222222222,5,0,1,1,1,0,24-48mo,0.7
CUST-002150,Female,0,No,No,14.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),29.86,444.11,2,4,83,53.4,1,1,31.72214285714286,-33.421388,0,1.7142857142857142,0.04547945205479453,0,1,0.0,3,0,0,1,0,1,12-24mo,0.0
CUST-002151,Male,0,No,No,65.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),87.64,5714.69,8,1,250,227.3,4,1,87.91830769230769,24.358612,1,1.4769230769230768,0.3424657534246575,0,1,0.0,4,0,1,1,0,1,48-72mo,0.25
CUST-002152,Male,0,Yes,No,63.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,43.36,2747.29,4,2,259,186.2,11,0,43.60777777777778,-19.921388,0,0.7619047619047619,0.23652968036529678,0,1,0.0,4,0,0,1,1,0,48-72mo,0.15
CUST-002153,Female,1,Yes,Yes,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.5,1064.78,0,3,257,195.3,7,0,23.147391304347824,-40.781388,0,0.0,0.17602739726027397,0,1,0.0,0,1,0,0,0,0,24-48mo,0.1
CUST-002154,Female,0,Yes,No,53.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.73,5067.38,3,1,136,49.2,0,0,95.61094339622642,31.448612000000004,1,0.6792452830188679,0.1863013698630137,1,0,0.26388888888888884,4,0,1,1,1,0,48-72mo,0.6
CUST-002155,Female,0,No,No,47.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.3,3696.12,2,6,10,133.6,12,0,78.64085106382979,15.018611999999997,1,0.5106382978723405,0.003913894324853229,0,1,0.0,5,0,1,1,0,1,24-48mo,0.15
CUST-002156,Male,0,Yes,Yes,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.33,213.33,3,1,158,283.6,5,1,30.475714285714286,-34.951388,0,5.142857142857142,0.21643835616438356,0,1,0.0,0,1,0,0,0,1,0-12mo,0.30000000000000004
CUST-002157,Male,1,Yes,Yes,17.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,53.56,904.92,11,3,339,68.2,0,0,53.230588235294114,-9.721387999999997,0,7.764705882352941,0.2321917808219178,1,0,0.7638888888888888,2,0,0,1,0,0,12-24mo,0.4
CUST-002158,Female,1,Yes,Yes,50.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.47,5663.17,0,2,195,50.3,0,1,113.2634,50.188612,1,0.0,0.1780821917808219,1,0,0.3055555555555556,3,0,1,1,0,0,48-72mo,0.44999999999999996
CUST-002159,Female,0,No,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.77,374.86,5,3,246,280.9,24,0,24.990666666666666,-39.511388,0,4.0,0.1684931506849315,0,1,0.0,0,1,0,0,0,1,12-24mo,0.1
CUST-002160,Male,0,Yes,No,7.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.79,748.74,12,5,4,70.7,0,1,106.96285714285715,45.50861200000001,1,20.57142857142857,0.0018264840182648401,1,0,0.9027777777777778,5,0,1,1,1,0,0-12mo,0.9
CUST-002161,Female,0,No,Yes,35.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),47.27,1682.25,14,1,297,120.1,19,0,48.06428571428572,-16.011387999999997,0,4.8,0.40684931506849314,0,1,0.0,3,0,0,1,0,1,24-48mo,0.1
CUST-002162,Male,0,Yes,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.53,727.53,5,2,157,292.9,0,0,29.1012,-33.751388,0,2.4,0.14337899543378996,1,0,0.6527777777777778,0,1,0,0,0,0,24-48mo,0.4
CUST-002163,Male,0,Yes,Yes,36.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),35.85,1331.46,0,5,33,80.9,0,0,36.985,-27.431388,0,0.0,0.015068493150684932,1,0,0.5,3,0,0,1,0,1,24-48mo,0.3
CUST-002164,Female,0,No,No,3.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),92.12,290.24,5,1,303,117.7,12,0,96.74666666666667,28.838612000000005,1,20.0,0.41506849315068495,0,1,0.0,3,0,1,1,0,1,0-12mo,0.35
CUST-002165,Female,1,Yes,Yes,46.0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),57.31,2635.56,14,1,321,192.7,4,0,57.29478260869565,-5.9713879999999975,0,3.652173913043478,0.4397260273972603,0,1,0.0,2,0,0,1,0,1,24-48mo,0.1
CUST-002166,Female,0,No,No,55.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,110.31,6043.38,10,1,249,25.2,0,1,109.87963636363637,47.028612,1,2.181818181818182,0.3410958904109589,1,0,0.23611111111111116,2,0,1,1,1,0,48-72mo,0.7
CUST-002167,Male,0,Yes,No,18.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,28.66,490.86,5,1,161,225.5,0,0,27.27,-34.621387999999996,0,3.3333333333333335,0.22054794520547946,1,0,0.75,5,0,0,1,1,0,12-24mo,0.44999999999999996
CUST-002168,Female,0,No,No,42.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.32,3049.91,4,4,199,132.6,0,0,72.61690476190476,9.038611999999993,0,1.1428571428571428,0.10904109589041096,1,0,0.41666666666666663,3,0,0,1,0,0,24-48mo,0.3
CUST-002169,Female,0,Yes,No,11.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),112.07,1262.0,5,6,2,255.7,12,1,114.72727272727273,48.78861199999999,1,5.454545454545455,0.0007827788649706457,0,1,0.0,3,0,1,1,0,1,0-12mo,0.35
CUST-002170,Female,0,No,No,33.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.59,1871.36,12,4,80,69.4,0,0,56.707878787878784,-5.691387999999996,0,4.363636363636363,0.043835616438356165,1,0,0.5416666666666667,1,0,0,1,1,0,24-48mo,0.5499999999999999
CUST-002171,Male,0,No,No,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.57,1528.78,3,1,142,129.4,0,0,21.839714285714287,-41.711388,0,0.5142857142857143,0.19452054794520549,1,0,0.02777777777777779,0,1,0,0,1,0,48-72mo,0.5499999999999999
CUST-002172,Female,0,No,No,58.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,112.53,6537.66,3,3,319,236.3,0,1,112.71827586206896,49.248612,1,0.6206896551724138,0.2184931506849315,1,0,0.19444444444444442,2,0,1,1,0,0,48-72mo,0.44999999999999996
CUST-002173,Female,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.96,732.18,7,4,264,183.9,0,1,91.5225,24.678611999999994,1,10.5,0.14465753424657535,1,0,0.8888888888888888,3,0,1,1,0,1,0-12mo,0.75
CUST-002174,Female,0,Yes,Yes,58.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.7,3827.94,6,6,93,211.4,0,0,65.99896551724137,2.418612000000003,0,1.2413793103448276,0.03639921722113503,1,0,0.19444444444444442,2,0,0,1,0,0,48-72mo,0.4
CUST-002175,Male,0,No,Yes,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.18,1416.7,8,3,235,88.7,0,1,29.514583333333334,-34.101388,0,2.0,0.16095890410958905,1,0,0.33333333333333337,0,1,0,0,0,1,24-48mo,0.5
CUST-002176,Female,0,Yes,Yes,44.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,113.13,4984.74,3,3,311,149.9,11,0,113.28954545454545,49.848611999999996,1,0.8181818181818182,0.213013698630137,0,1,0.0,3,0,1,1,1,0,24-48mo,0.3
CUST-002177,Male,0,Yes,No,71.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,81.38,5787.04,11,4,241,248.9,5,0,81.50760563380281,18.098611999999996,1,1.8591549295774648,0.13205479452054794,0,1,0.0,4,0,1,1,1,0,48-72mo,0.4
CUST-002178,Male,1,No,Yes,1.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,69.52,65.91,12,6,9,241.0,0,0,65.91,6.238611999999996,0,144.0,0.003522504892367906,1,0,0.9861111111111112,3,0,0,1,1,0,0-12mo,0.75
CUST-002179,Female,1,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.05,324.35,8,4,331,144.9,0,0,27.02916666666667,-35.231387999999995,0,8.0,0.18136986301369865,1,0,0.8333333333333334,0,1,0,0,0,1,0-12mo,0.5
CUST-002180,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.95,5322.14,11,6,153,54.9,10,0,73.91861111111112,10.668612000000003,0,1.8333333333333333,0.0598825831702544,0,1,0.0,5,0,1,1,0,1,48-72mo,0.25
CUST-002181,Female,0,No,No,35.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.52,1824.6,5,6,75,240.6,0,0,52.13142857142857,-10.761387999999997,0,1.7142857142857144,0.029354207436399216,1,0,0.5138888888888888,6,0,0,1,0,1,24-48mo,0.3
CUST-002182,Male,0,Yes,No,66.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,27.49,1806.12,8,5,84,15.0,0,0,27.365454545454543,-35.791388,0,1.4545454545454546,0.03835616438356164,1,0,0.08333333333333337,2,0,0,1,0,0,48-72mo,0.4
CUST-002183,Female,0,No,No,4.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,109.02,455.48,13,4,71,127.7,9,1,113.87,45.738611999999996,1,39.0,0.0389041095890411,0,1,0.0,3,0,1,1,0,0,0-12mo,0.44999999999999996
CUST-002184,Female,0,No,Yes,35.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.5,2344.79,8,6,127,296.7,0,0,66.994,4.218612,0,2.742857142857143,0.04970645792563601,1,0,0.5138888888888888,4,0,0,1,1,0,24-48mo,0.5499999999999999
CUST-002185,Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.91,6248.54,12,1,339,150.7,0,1,91.89029411764706,28.628611999999997,1,2.1176470588235294,0.4643835616438356,1,0,0.05555555555555558,3,0,1,1,0,0,48-72mo,0.5499999999999999
CUST-002186,Male,0,Yes,Yes,63.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,57.43,3590.38,5,4,84,259.2,18,0,56.99015873015873,-5.851388,0,0.9523809523809523,0.046027397260273974,0,1,0.0,5,0,0,1,1,0,48-72mo,0.15
CUST-002187,Male,0,No,Yes,68.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),90.06,6119.53,11,6,180,235.9,8,1,89.99308823529411,26.778612000000003,1,1.9411764705882353,0.07045009784735812,0,1,0.0,3,0,1,1,0,1,48-72mo,0.25
CUST-002188,Male,0,Yes,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.32,789.5,9,6,39,180.8,9,0,30.365384615384617,-33.961388,0,4.153846153846154,0.015264187866927592,0,1,0.0,0,1,0,0,1,0,24-48mo,0.35
CUST-002189,Male,0,Yes,Yes,41.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),107.28,4400.05,4,2,111,145.4,0,0,107.31829268292684,43.998612,1,1.1707317073170733,0.10136986301369863,1,0,0.4305555555555556,3,0,1,1,0,1,24-48mo,0.44999999999999996
CUST-002190,Female,0,No,No,14.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,65.47,895.43,4,1,129,20.0,0,0,63.95928571428571,2.188611999999999,0,3.4285714285714284,0.17671232876712328,1,0,0.8055555555555556,5,0,0,1,0,0,12-24mo,0.3
CUST-002191,Male,0,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),80.72,401.01,11,5,204,35.2,2,0,80.202,17.438612,1,26.4,0.09315068493150686,0,1,0.0,1,0,1,1,0,1,0-12mo,0.44999999999999996
CUST-002192,Male,0,Yes,Yes,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.68,537.08,2,3,316,196.7,1,0,21.4832,-41.601388,0,0.96,0.21643835616438356,0,1,0.0,0,1,0,0,0,1,24-48mo,0.1
CUST-002193,Male,0,Yes,Yes,53.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.27,1277.23,2,2,254,16.1,19,1,24.09867924528302,-39.011388,0,0.45283018867924524,0.2319634703196347,0,1,0.0,0,1,0,0,0,1,48-72mo,0.1
CUST-002194,Male,0,Yes,Yes,58.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.33,6639.83,4,5,334,196.9,0,0,114.4798275862069,51.048612,1,0.8275862068965518,0.15251141552511416,1,0,0.19444444444444442,3,0,1,1,0,1,48-72mo,0.44999999999999996
CUST-002195,Female,0,No,Yes,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.85,315.6,11,3,236,212.5,3,0,24.27692307692308,-38.431388,0,10.153846153846155,0.16164383561643836,0,1,0.0,0,1,0,0,1,0,12-24mo,0.35
CUST-002196,Female,1,Yes,No,4.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.53,169.78,7,5,135,95.8,0,1,42.445,-21.751388,0,21.0,0.06164383561643835,1,0,0.9444444444444444,1,0,0,1,1,0,0-12mo,0.75
CUST-002197,Male,0,No,No,67.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),32.65,2172.57,6,3,349,273.1,1,0,32.42641791044776,-30.631388,0,1.0746268656716418,0.23904109589041095,0,1,0.0,2,0,0,1,0,1,48-72mo,0.1
CUST-002198,Female,1,Yes,Yes,66.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,40.65,2698.41,3,2,240,196.9,2,0,40.885,-22.631388,0,0.5454545454545454,0.2191780821917808,0,1,0.0,3,0,0,1,1,0,48-72mo,0.15
CUST-002199,Female,0,Yes,Yes,9.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),39.2,387.02,9,5,215,69.5,0,0,43.00222222222222,-24.081387999999997,0,12.0,0.09817351598173515,1,0,0.875,1,0,0,1,0,1,0-12mo,0.6
CUST-002200,Male,0,No,No,65.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.63,1788.0,12,6,171,173.9,0,1,27.50769230769231,-35.651388,0,2.215384615384615,0.06692759295499022,1,0,0.09722222222222221,0,1,0,0,1,0,48-72mo,0.6499999999999999
CUST-002201,Male,0,No,No,63.0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),25.0,1574.57,0,2,359,189.8,6,0,24.9931746031746,-38.281388,0,0.0,0.32785388127853876,0,1,0.0,3,0,0,1,0,1,48-72mo,0.0
CUST-002202,Male,0,No,No,8.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),81.86,660.62,8,2,63,188.5,21,0,82.5775,18.578612,1,12.0,0.057534246575342465,0,1,0.0,2,0,1,1,0,1,0-12mo,0.44999999999999996
CUST-002203,Male,0,No,Yes,45.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.83,2604.08,0,5,295,41.8,0,0,57.86844444444444,-5.4513880000000015,0,0.0,0.13470319634703196,1,0,0.375,3,0,0,1,0,1,24-48mo,0.3
CUST-002204,Male,1,Yes,No,28.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.1,798.48,10,2,88,147.6,0,0,28.517142857142858,-35.181388,0,4.285714285714286,0.08036529680365297,1,0,0.6111111111111112,0,1,0,0,0,1,24-48mo,0.5
CUST-002205,Male,0,Yes,Yes,28.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.73,822.44,7,6,344,152.2,12,0,29.372857142857146,-34.551388,0,3.0,0.13463796477495107,0,1,0.0,0,1,0,0,0,0,24-48mo,0.2
CUST-002206,Female,0,Yes,No,58.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),111.62,6446.49,10,6,321,154.4,0,0,111.14637931034483,48.338612000000005,1,2.0689655172413794,0.12563600782778864,1,0,0.19444444444444442,4,0,1,1,0,1,48-72mo,0.5499999999999999
CUST-002207,Male,0,Yes,No,29.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.44,2891.27,6,6,72,261.4,0,0,99.69896551724138,36.158612,1,2.4827586206896552,0.028180039138943246,1,0,0.5972222222222222,3,0,1,1,0,0,24-48mo,0.5499999999999999
CUST-002208,Female,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.84,1743.76,3,6,100,198.6,0,0,24.910857142857143,-38.441388,0,0.5142857142857143,0.03913894324853229,1,0,0.02777777777777779,0,1,0,0,1,0,48-72mo,0.5499999999999999
CUST-002209,Male,0,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.44,266.58,4,6,261,249.5,0,0,33.3225,-33.841387999999995,0,6.0,0.10215264187866926,1,0,0.8888888888888888,0,1,0,0,0,1,0-12mo,0.6
CUST-002210,Male,0,No,No,59.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.97,5487.75,8,2,228,186.3,0,1,93.01271186440678,29.688612,1,1.6271186440677965,0.20821917808219176,1,0,0.18055555555555558,3,0,1,1,0,1,48-72mo,0.5499999999999999
CUST-002211,Female,0,Yes,Yes,37.0,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),106.87,3937.84,9,1,314,177.3,12,0,106.4281081081081,43.588612000000005,1,2.918918918918919,0.4301369863013699,0,1,0.0,4,0,1,1,0,1,24-48mo,0.25
CUST-002212,Female,0,Yes,No,12.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,32.71,421.55,13,5,97,235.7,23,0,35.12916666666667,-30.571388,0,13.0,0.04429223744292238,0,1,0.0,4,0,0,1,0,0,0-12mo,0.1
CUST-002213,Female,0,No,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.5,100.25,13,3,116,263.5,0,1,100.25,11.218612,0,156.0,0.07945205479452055,1,0,0.9861111111111112,4,0,1,1,0,1,0-12mo,0.75
CUST-002214,Male,0,Yes,No,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.02,507.12,0,5,333,225.0,0,0,23.05090909090909,-41.261388,0,0.0,0.15205479452054793,1,0,0.6944444444444444,0,1,0,0,0,1,12-24mo,0.4
CUST-002215,Male,0,Yes,Yes,57.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,70.38,4040.0,12,1,308,54.6,3,0,70.87719298245614,7.098611999999996,0,2.526315789473684,0.42191780821917807,0,1,0.0,4,0,0,1,0,0,48-72mo,0.1
CUST-002216,Male,0,No,No,27.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.42,1831.34,2,2,295,47.9,0,0,67.8274074074074,5.138612000000002,0,0.8888888888888888,0.2694063926940639,1,0,0.625,3,0,0,1,1,0,24-48mo,0.44999999999999996
CUST-002217,Male,0,No,No,33.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),45.43,1481.9,8,3,263,289.3,5,0,44.906060606060606,-17.851388,0,2.909090909090909,0.18013698630136987,0,1,0.0,4,0,0,1,0,1,24-48mo,0.1
CUST-002218,Female,0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.53,501.59,1,4,306,213.6,0,0,25.0795,-38.751388,0,0.6,0.16767123287671234,1,0,0.7222222222222222,0,1,0,0,0,1,12-24mo,0.4
CUST-002219,Male,0,No,Yes,17.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,110.64,1879.98,11,6,148,159.0,4,0,110.58705882352942,47.358612,1,7.764705882352941,0.05792563600782778,0,1,0.0,3,0,1,1,1,0,12-24mo,0.4
CUST-002220,Male,0,No,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.19,919.83,1,6,269,258.8,0,0,25.550833333333333,-37.091387999999995,0,0.3333333333333333,0.10528375733855184,1,0,0.5,0,1,0,0,1,0,24-48mo,0.5499999999999999
CUST-002221,Female,0,No,Yes,56.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),87.75,4912.06,11,6,164,51.2,9,1,87.71535714285714,24.468612,1,2.357142857142857,0.06418786692759294,0,1,0.0,2,0,1,1,0,1,48-72mo,0.25
CUST-002222,Male,0,No,No,42.0,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),64.86,2744.43,2,2,260,172.8,1,0,65.34357142857142,1.5786119999999997,0,0.5714285714285714,0.2374429223744292,0,1,0.0,2,0,0,1,0,1,24-48mo,0.0
CUST-002223,Male,0,Yes,Yes,8.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.9,737.98,8,2,290,70.3,0,1,92.2475,34.618612000000006,1,12.0,0.2648401826484018,1,0,0.8888888888888888,4,0,1,1,1,0,0-12mo,0.9
CUST-002224,Male,0,No,Yes,46.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.66,2988.3,14,5,41,162.6,20,0,64.96304347826087,1.3786119999999968,0,3.652173913043478,0.01872146118721461,0,1,0.0,4,0,0,1,0,1,24-48mo,0.1
CUST-002225,Male,0,No,Yes,45.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.45,3676.67,1,2,125,282.9,0,1,81.70377777777777,19.168612000000003,1,0.26666666666666666,0.1141552511415525,1,0,0.375,5,0,1,1,1,0,24-48mo,0.6
CUST-002226,Female,0,No,Yes,10.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.18,749.97,6,6,58,231.5,0,1,74.997,11.898612000000007,1,7.199999999999999,0.022700587084148727,1,0,0.8611111111111112,4,0,1,1,0,1,0-12mo,0.75
CUST-002227,Female,0,Yes,Yes,46.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),91.41,4202.26,0,5,234,256.2,4,0,91.35347826086957,28.128611999999997,1,0.0,0.10684931506849316,0,1,0.0,1,0,1,1,0,1,24-48mo,0.15
CUST-002228,Female,0,No,No,9.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.8,877.96,13,5,25,245.2,1,1,97.55111111111111,35.518612,1,17.333333333333332,0.01141552511415525,0,1,0.0,5,0,1,1,1,0,0-12mo,0.6
CUST-002229,Male,0,Yes,Yes,52.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.88,3999.27,12,5,34,76.7,0,0,76.90903846153846,13.598611999999996,1,2.7692307692307696,0.015525114155251141,1,0,0.2777777777777778,3,0,1,1,0,1,48-72mo,0.5499999999999999
CUST-002230,Female,1,Yes,No,54.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,1163.91,9,3,340,97.7,0,1,21.553888888888892,-42.331388000000004,0,2.0,0.2328767123287671,1,0,0.25,0,1,0,0,0,0,48-72mo,0.5
