CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,NumProductsUsed,DaysSinceLastContact,AvgMonthlyUsage,ContractMonthsRemaining,Churn
CUST-003154,Female,1,Yes,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.45,1515.62,2,3,61,103.6,2,0
CUST-003155,Male,0,No,No,57.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,63.6,3611.53,6,2,328,93.6,0,0
CUST-003156,Female,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),111.27,104.71,7,1,306,50.5,0,0
CUST-003157,Female,1,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.11,2800.37,10,2,202,83.7,0,0
CUST-003158,Female,0,Yes,No,60.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),110.84,6631.89,1,4,63,128.9,0,0
CUST-003159,Female,0,Yes,Yes,72.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,93.75,6770.76,11,1,147,297.0,0,1
CUST-003160,Female,0,Yes,Yes,11.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.84,446.43,9,2,207,72.4,0,1
CUST-003161,Male,0,Yes,Yes,26.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,72.88,1878.14,9,3,284,107.0,6,0
CUST-003162,Female,0,No,No,27.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.14,1598.97,12,4,48,135.5,0,0
CUST-003163,Male,0,Yes,No,34.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.07,3242.7,1,3,174,168.6,0,0
CUST-003164,Male,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.24,4572.81,1,1,255,113.9,0,1
CUST-003165,Male,0,Yes,No,62.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.32,4467.33,0,1,293,276.7,0,0
CUST-003166,Male,0,Yes,Yes,68.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.74,6900.37,7,4,166,241.0,0,0
CUST-003167,Female,0,Yes,No,10.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.46,476.31,10,4,285,68.7,0,0
CUST-003168,Male,1,No,No,70.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,36.36,2555.65,11,4,66,224.9,0,0
CUST-003169,Female,0,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.59,5856.87,10,4,164,123.2,0,0
CUST-003170,Female,0,No,No,18.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,95.64,1714.09,4,6,123,147.7,11,0
CUST-003171,Female,1,No,No,5.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.43,517.61,5,1,255,19.7,9,1
CUST-003172,Female,0,Yes,No,72.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.75,3328.52,5,2,109,25.6,0,0
CUST-003173,Male,0,Yes,No,30.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,71.47,2111.2,10,6,3,19.2,0,0
CUST-003174,Male,0,No,No,59.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,67.98,4006.86,7,2,276,192.6,17,0
CUST-003175,Female,0,Yes,No,52.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,43.14,2262.35,3,6,11,276.2,0,0
CUST-003176,Female,1,No,No,36.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,44.33,1620.73,5,6,101,214.7,0,1
CUST-003177,Female,0,Yes,Yes,19.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,31.99,648.57,9,6,65,112.0,1,0
CUST-003178,Male,0,No,No,46.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,110.24,5075.53,13,1,345,52.0,0,1
CUST-003179,Male,0,No,No,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.72,1084.9,10,6,153,215.3,0,0
CUST-003180,Male,0,No,No,45.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.47,1247.04,7,2,60,46.6,0,1
CUST-003181,Male,0,No,No,47.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.9,3808.92,3,6,318,257.0,0,1
CUST-003182,Male,0,No,Yes,65.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,45.13,2917.06,14,1,103,106.9,0,1
CUST-003183,Female,0,No,No,21.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.19,892.44,10,2,235,52.4,0,0
CUST-003184,Male,0,No,No,29.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.55,2629.14,6,1,354,123.5,2,1
CUST-003185,Female,0,Yes,No,19.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,53.4,1050.51,7,1,113,195.6,0,0
CUST-003186,Female,1,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.7,5925.08,6,4,106,282.2,0,0
CUST-003187,Female,0,No,Yes,58.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,34.83,2016.94,3,6,280,84.6,0,1
CUST-003188,Male,0,Yes,No,57.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.54,1430.3,11,3,102,165.9,19,0
CUST-003189,Male,0,Yes,No,51.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.05,4303.19,4,5,94,117.5,0,1
CUST-003190,Female,0,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.25,866.83,9,3,145,235.7,0,1
CUST-003191,Male,0,Yes,No,69.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.98,4996.11,0,6,7,229.7,8,0
CUST-003192,Female,1,Yes,No,35.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.57,1798.4,14,2,332,71.5,0,0
CUST-003193,Female,0,No,Yes,61.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.63,6074.88,12,5,280,77.0,0,0
CUST-003194,Male,1,Yes,No,60.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,113.79,6843.07,10,1,196,106.2,0,1
CUST-003195,Female,1,No,No,32.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,112.63,3624.82,2,3,345,163.9,17,0
CUST-003196,Male,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,81.13,5670.09,1,2,364,98.4,10,1
CUST-003197,Male,0,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.3,5210.05,8,5,19,22.0,0,1
CUST-003198,Female,0,No,Yes,6.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),89.36,530.13,4,3,36,232.5,3,1
CUST-003199,Female,0,Yes,No,49.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,65.09,3167.16,8,3,361,57.7,8,0
CUST-003200,Male,0,No,Yes,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.74,1873.65,13,5,110,282.2,0,1
CUST-003201,Female,0,No,No,46.0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,3383.94,7,2,287,272.7,0,1
CUST-003202,Female,1,Yes,No,63.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,27.65,1760.04,6,1,219,257.7,0,0
CUST-003203,Female,0,No,Yes,67.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.88,4583.86,12,5,326,180.0,0,0
CUST-003204,Male,0,Yes,No,50.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,74.9,3753.46,1,1,338,282.2,6,1
CUST-003205,Male,0,No,No,24.0,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.7,1721.67,2,5,174,250.5,0,0
CUST-003206,Female,0,Yes,No,27.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.22,590.13,3,6,227,19.5,0,0
CUST-003207,Female,0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,109.7,6567.76,9,5,278,167.6,0,0
CUST-003208,Female,0,Yes,No,65.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.98,3514.07,10,2,173,131.8,0,1
CUST-003209,Male,0,No,No,38.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,35.89,1367.12,2,5,122,77.0,9,0
CUST-003210,Male,1,No,No,20.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.54,1835.1,2,5,11,216.1,0,0
CUST-003211,Female,0,Yes,No,9.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.71,942.52,12,1,78,69.0,0,1
CUST-003212,Male,1,Yes,No,8.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.35,237.41,11,3,196,176.7,11,0
CUST-003213,Male,0,Yes,No,23.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,72.6,1713.28,8,6,360,163.9,5,0
CUST-003214,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.04,11.75,9,3,62,279.0,0,1
CUST-003215,Female,0,No,No,63.0,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.07,5110.46,10,1,283,75.5,0,0
CUST-003216,Male,0,Yes,No,30.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,84.81,2566.61,8,3,70,242.9,1,0
CUST-003217,Male,1,Yes,No,31.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.58,2796.37,10,5,310,125.0,0,0
CUST-003218,Male,0,Yes,No,44.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.7,3732.61,9,1,21,136.9,2,0
CUST-003219,Female,0,Yes,No,52.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,76.86,3958.85,0,3,184,172.5,11,0
CUST-003220,Male,0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.2,368.36,14,6,7,121.4,9,1
CUST-003221,Female,0,No,Yes,6.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,52.63,307.0,5,4,214,99.9,16,1
CUST-003222,Male,0,Yes,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.0,122.82,5,3,325,24.5,3,0
CUST-003223,Female,0,Yes,Yes,26.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.07,2126.51,4,5,258,224.9,0,1
CUST-003224,Female,1,Yes,No,3.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,107.76,304.8,10,3,322,227.7,21,0
CUST-003225,Female,0,Yes,Yes,54.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,65.68,3553.38,4,1,71,37.1,5,0
CUST-003226,Female,0,Yes,Yes,53.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.77,2809.03,2,1,114,237.7,0,0
CUST-003227,Female,0,No,Yes,53.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,104.43,5544.48,13,3,296,124.5,12,0
CUST-003228,Male,0,No,Yes,28.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,26.79,716.73,7,6,129,135.6,8,0
CUST-003229,Female,1,No,No,31.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),39.97,1245.97,5,6,156,246.4,4,0
CUST-003230,Female,0,Yes,Yes,46.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.8,3139.62,3,5,115,262.0,0,0
CUST-003231,Female,0,Yes,Yes,36.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.3,2496.47,1,5,353,216.0,0,1
CUST-003232,Male,0,No,No,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.51,619.84,0,1,50,277.2,7,0
CUST-003233,Female,1,Yes,No,20.0,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,84.79,1721.86,5,5,268,23.9,20,0
CUST-003234,Male,0,No,No,12.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.24,1349.53,11,4,229,18.9,0,0
CUST-003235,Female,1,No,No,10.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.17,199.12,6,2,8,169.6,0,1
CUST-003236,Female,0,No,Yes,7.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,103.06,699.68,6,4,293,167.3,12,1
CUST-003237,Male,1,Yes,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.0,59.57,1,2,363,163.1,0,1
CUST-003238,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.62,2.62,11,4,298,41.3,7,1
CUST-003239,Female,0,Yes,No,58.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),98.41,5708.91,4,3,321,24.2,14,0
CUST-003240,Male,0,No,No,33.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.58,3550.26,2,3,128,162.1,0,0
CUST-003241,Male,0,Yes,No,5.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.85,123.7,8,5,235,107.6,6,0
CUST-003242,Male,1,No,No,8.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.96,394.67,1,2,138,33.4,0,1
CUST-003243,Female,1,Yes,No,48.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.95,4539.53,0,3,254,48.3,0,0
CUST-003244,Female,0,Yes,No,69.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,34.8,2386.46,1,5,160,142.6,0,0
CUST-003245,Female,1,Yes,Yes,14.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),45.71,632.18,1,5,79,263.4,7,0
CUST-003246,Female,0,No,No,27.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),46.09,1243.43,13,5,178,63.7,5,1
CUST-003247,Female,0,Yes,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.06,1263.61,6,5,352,27.1,0,0
CUST-003248,Male,0,No,No,64.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,42.52,2747.82,1,1,86,268.7,9,0
CUST-003249,Male,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.87,5437.75,7,3,11,140.2,0,0
CUST-003250,Male,0,Yes,No,6.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,80.23,476.34,2,5,85,54.6,2,0
CUST-003251,Male,0,No,No,61.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,85.52,5240.24,0,4,318,154.3,2,1
CUST-003252,Female,0,No,No,9.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.25,203.28,2,4,131,159.3,0,0
CUST-003253,Male,0,No,Yes,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.88,641.64,2,3,108,275.8,0,0
CUST-003254,Male,0,Yes,No,36.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.88,3658.36,11,5,159,203.1,0,1
CUST-003255,Male,0,No,Yes,7.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.98,582.09,14,1,9,172.6,0,1
CUST-003256,Male,0,No,No,59.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.66,1541.1,12,3,316,224.5,1,0
CUST-003257,Male,0,Yes,No,6.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,99.88,625.14,9,1,187,154.8,6,0
CUST-003258,Male,0,Yes,No,54.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.95,5668.27,5,4,327,27.3,0,0
CUST-003259,Female,0,Yes,No,45.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.19,3348.72,0,1,86,83.3,0,1
CUST-003260,Male,0,Yes,No,17.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.31,1257.37,5,2,191,148.4,0,0
CUST-003261,Male,0,No,No,50.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.49,1372.15,8,5,123,140.2,22,1
CUST-003262,Male,0,Yes,No,29.0,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,95.99,2788.21,9,5,233,161.8,11,1
CUST-003263,Female,0,Yes,No,35.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,112.75,3954.52,7,3,214,48.2,0,1
CUST-003264,Female,1,Yes,No,43.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.48,1257.56,14,2,304,74.8,0,0
CUST-003265,Female,0,Yes,Yes,33.0,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,90.35,2991.8,13,1,12,220.3,0,1
CUST-003266,Female,1,Yes,Yes,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.58,527.42,2,3,27,93.0,0,0
CUST-003267,Female,1,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.72,43.46,4,6,247,96.5,0,1
CUST-003268,Female,0,Yes,No,12.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.51,1149.8,2,4,78,143.4,0,0
CUST-003269,Male,0,No,No,38.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,89.49,3393.19,3,6,94,289.7,22,0
CUST-003270,Female,0,No,No,33.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,53.31,1768.75,8,4,62,286.9,0,0
CUST-003271,Male,0,Yes,Yes,18.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,62.28,1122.8,2,1,69,241.1,21,0
CUST-003272,Male,0,Yes,No,34.0,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,66.78,2247.99,8,3,171,196.2,6,1
CUST-003273,Female,1,Yes,No,66.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.51,6713.38,1,1,272,177.3,0,0
CUST-003274,Male,0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.28,372.27,2,5,123,67.4,0,1
CUST-003275,Male,0,No,No,26.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.09,649.78,7,2,72,148.3,0,1
CUST-003276,Female,0,No,Yes,27.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),48.56,1319.91,5,6,139,143.4,6,0
CUST-003277,Male,0,Yes,No,47.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.78,4887.89,2,4,259,184.4,0,1
CUST-003278,Male,0,Yes,No,12.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),29.86,324.94,0,3,274,200.3,10,0
CUST-003279,Female,1,Yes,No,58.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,97.72,5706.8,1,5,295,144.7,11,1
CUST-003280,Female,0,Yes,Yes,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.27,1090.96,10,2,53,58.0,0,0
CUST-003281,Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.02,6.45,9,5,226,204.5,0,1
CUST-003282,Female,0,Yes,No,59.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.36,1322.74,14,3,329,139.0,0,1
CUST-003283,Female,0,No,No,17.0,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.31,1852.54,10,3,20,260.8,0,1
CUST-003284,Male,0,Yes,No,17.0,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.92,1327.27,12,3,17,110.2,0,1
CUST-003285,Male,0,Yes,Yes,2.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.49,39.03,12,5,353,265.9,24,1
CUST-003286,Male,0,Yes,Yes,66.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.33,6321.45,0,5,358,152.8,0,0
CUST-003287,Male,0,Yes,Yes,66.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.57,4716.54,11,3,51,175.3,0,1
CUST-003288,Male,1,No,Yes,9.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,34.17,311.22,5,3,333,144.1,8,0
CUST-003289,Male,0,Yes,Yes,59.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),30.43,1820.19,12,5,127,113.2,10,0
CUST-003290,Male,0,No,Yes,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),28.76,1996.67,10,1,226,60.7,0,0
CUST-003291,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.41,6315.82,10,6,101,80.6,0,0
CUST-003292,Male,1,Yes,No,70.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),89.67,6295.89,1,1,111,195.8,1,1
CUST-003293,Male,0,No,No,42.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,52.04,2177.98,12,6,199,60.0,0,0
CUST-003294,Male,0,No,No,41.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.69,2310.15,10,1,206,116.5,0,1
CUST-003295,Male,0,No,Yes,12.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,49.92,577.79,12,2,161,137.8,3,0
CUST-003296,Female,0,Yes,No,49.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.4,1346.09,6,2,132,137.4,8,0
CUST-003297,Male,0,No,No,26.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.78,1152.66,2,6,289,74.6,0,0
CUST-003298,Female,0,No,Yes,57.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,25.78,1465.2,12,4,122,266.5,0,0
CUST-003299,Female,0,No,No,34.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),85.29,2908.8,11,1,244,157.2,9,0
CUST-003300,Female,0,No,No,15.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.14,1354.86,4,3,329,269.1,0,1
CUST-003301,Female,0,No,No,34.0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,27.93,952.6,9,6,242,41.4,8,0
